"Título de trazado: WL_04"
"N.º","Fecha Tiempo, GMT-05:00","Pres abs, psi (LGR S/N: 20968507, SEN S/N: 20968507)","Temp, °F (LGR S/N: 20968507, SEN S/N: 20968507)","Acoplador separado (LGR S/N: 20968507)","Acoplador adjunto (LGR S/N: 20968507)","Host conectado (LGR S/N: 20968507)","Parado (LGR S/N: 20968507)","Final de archivo (LGR S/N: 20968507)"
6396,03/06/22 04:00:00 AM,9.2338,44.742,,,,,
6397,03/06/22 04:15:00 AM,9.2321,44.742,,,,,
6398,03/06/22 04:30:00 AM,9.2338,44.742,,,,,
6399,03/06/22 04:45:00 AM,9.2375,44.742,,,,,
6400,03/06/22 05:00:00 AM,9.2409,44.742,,,,,
6401,03/06/22 05:15:00 AM,9.2392,44.742,,,,,
6402,03/06/22 05:30:00 AM,9.2409,44.742,,,,,
6403,03/06/22 05:45:00 AM,9.2375,44.742,,,,,
6404,03/06/22 06:00:00 AM,9.2406,44.560,,,,,
6405,03/06/22 06:15:00 AM,9.2406,44.560,,,,,
6406,03/06/22 06:30:00 AM,9.2441,44.560,,,,,
6407,03/06/22 06:45:00 AM,9.2459,44.560,,,,,
6408,03/06/22 07:00:00 AM,9.2478,44.560,,,,,
6409,03/06/22 07:15:00 AM,9.2512,44.560,,,,,
6410,03/06/22 07:30:00 AM,9.2512,44.560,,,,,
6411,03/06/22 07:45:00 AM,9.2530,44.560,,,,,
6412,03/06/22 08:00:00 AM,9.2580,44.379,,,,,
6413,03/06/22 08:15:00 AM,9.2544,44.379,,,,,
6414,03/06/22 08:30:00 AM,9.2580,44.379,,,,,
6415,03/06/22 08:45:00 AM,9.2580,44.379,,,,,
6416,03/06/22 09:00:00 AM,9.2562,44.379,,,,,
6417,03/06/22 09:15:00 AM,9.2601,44.560,,,,,
6418,03/06/22 09:30:00 AM,9.2637,44.560,,,,,
6419,03/06/22 09:45:00 AM,9.2654,44.560,,,,,
6420,03/06/22 10:00:00 AM,9.2654,44.560,,,,,
6421,03/06/22 10:15:00 AM,9.2672,44.560,,,,,
6422,03/06/22 10:30:00 AM,9.2689,44.560,,,,,
6423,03/06/22 10:45:00 AM,9.2672,44.560,,,,,
6424,03/06/22 11:00:00 AM,9.2654,44.560,,,,,
6425,03/06/22 11:15:00 AM,9.2659,44.742,,,,,
6426,03/06/22 11:30:00 AM,9.2640,44.742,,,,,
6427,03/06/22 11:45:00 AM,9.2605,44.742,,,,,
6428,03/06/22 12:00:00 PM,9.2608,44.922,,,,,
6429,03/06/22 12:15:00 PM,9.2608,44.922,,,,,
6430,03/06/22 12:30:00 PM,9.2612,45.104,,,,,
6431,03/06/22 12:45:00 PM,9.2559,45.104,,,,,
6432,03/06/22 01:00:00 PM,9.2541,45.104,,,,,
6433,03/06/22 01:15:00 PM,9.2509,45.286,,,,,
6434,03/06/22 01:30:00 PM,9.2456,45.286,,,,,
6435,03/06/22 01:45:00 PM,9.2456,45.286,,,,,
6436,03/06/22 02:00:00 PM,9.2441,45.466,,,,,
6437,03/06/22 02:15:00 PM,9.2424,45.466,,,,,
6438,03/06/22 02:30:00 PM,9.2370,45.466,,,,,
6439,03/06/22 02:45:00 PM,9.2375,45.648,,,,,
6440,03/06/22 03:00:00 PM,9.2338,45.648,,,,,
6441,03/06/22 03:15:00 PM,9.2321,45.648,,,,,
6442,03/06/22 03:30:00 PM,9.2306,45.828,,,,,
6443,03/06/22 03:45:00 PM,9.2254,45.828,,,,,
6444,03/06/22 04:00:00 PM,9.2254,45.828,,,,,
6445,03/06/22 04:15:00 PM,9.2254,45.828,,,,,
6446,03/06/22 04:30:00 PM,9.2222,46.008,,,,,
6447,03/06/22 04:45:00 PM,9.2203,46.008,,,,,
6448,03/06/22 05:00:00 PM,9.2222,46.008,,,,,
6449,03/06/22 05:15:00 PM,9.2254,45.828,,,,,
6450,03/06/22 05:30:00 PM,9.2289,45.828,,,,,
6451,03/06/22 05:45:00 PM,9.2272,45.828,,,,,
6452,03/06/22 06:00:00 PM,9.2289,45.828,,,,,
6453,03/06/22 06:15:00 PM,9.2325,45.828,,,,,
6454,03/06/22 06:30:00 PM,9.2325,45.828,,,,,
6455,03/06/22 06:45:00 PM,9.2338,45.648,,,,,
6456,03/06/22 07:00:00 PM,9.2375,45.648,,,,,
6457,03/06/22 07:15:00 PM,9.2409,45.648,,,,,
6458,03/06/22 07:30:00 PM,9.2428,45.648,,,,,
6459,03/06/22 07:45:00 PM,9.2424,45.466,,,,,
6460,03/06/22 08:00:00 PM,9.2441,45.466,,,,,
6461,03/06/22 08:15:00 PM,9.2460,45.466,,,,,
6462,03/06/22 08:30:00 PM,9.2473,45.286,,,,,
6463,03/06/22 08:45:00 PM,9.2473,45.286,,,,,
6464,03/06/22 09:00:00 PM,9.2492,45.286,,,,,
6465,03/06/22 09:15:00 PM,9.2509,45.286,,,,,
6466,03/06/22 09:30:00 PM,9.2509,45.286,,,,,
6467,03/06/22 09:45:00 PM,9.2541,45.104,,,,,
6468,03/06/22 10:00:00 PM,9.2559,45.104,,,,,
6469,03/06/22 10:15:00 PM,9.2595,45.104,,,,,
6470,03/06/22 10:30:00 PM,9.2595,45.104,,,,,
6471,03/06/22 10:45:00 PM,9.2591,44.922,,,,,
6472,03/06/22 11:00:00 PM,9.2627,44.922,,,,,
6473,03/06/22 11:15:00 PM,9.2608,44.922,,,,,
6474,03/06/22 11:30:00 PM,9.2556,44.922,,,,,
6475,03/06/22 11:45:00 PM,9.2569,44.742,,,,,
6476,03/07/22 12:00:00 AM,9.2534,44.742,,,,,
6477,03/07/22 12:15:00 AM,9.2534,44.742,,,,,
6478,03/07/22 12:30:00 AM,9.2517,44.742,,,,,
6479,03/07/22 12:45:00 AM,9.2463,44.742,,,,,
6480,03/07/22 01:00:00 AM,9.2424,44.560,,,,,
6481,03/07/22 01:15:00 AM,9.2424,44.560,,,,,
6482,03/07/22 01:30:00 AM,9.2370,44.560,,,,,
6483,03/07/22 01:45:00 AM,9.2370,44.560,,,,,
6484,03/07/22 02:00:00 AM,9.2353,44.560,,,,,
6485,03/07/22 02:15:00 AM,9.2367,44.379,,,,,
6486,03/07/22 02:30:00 AM,9.2331,44.379,,,,,
6487,03/07/22 02:45:00 AM,9.2331,44.379,,,,,
6488,03/07/22 03:00:00 AM,9.2331,44.379,,,,,
6489,03/07/22 03:15:00 AM,9.2309,44.195,,,,,
6490,03/07/22 03:30:00 AM,9.2274,44.195,,,,,
6491,03/07/22 03:45:00 AM,9.2274,44.195,,,,,
6492,03/07/22 04:00:00 AM,9.2274,44.195,,,,,
6493,03/07/22 04:15:00 AM,9.2274,44.195,,,,,
6494,03/07/22 04:30:00 AM,9.2292,44.195,,,,,
6495,03/07/22 04:45:00 AM,9.2292,44.195,,,,,
6496,03/07/22 05:00:00 AM,9.2292,44.195,,,,,
6497,03/07/22 05:15:00 AM,9.2289,44.013,,,,,
6498,03/07/22 05:30:00 AM,9.2324,44.013,,,,,
6499,03/07/22 05:45:00 AM,9.2324,44.013,,,,,
6500,03/07/22 06:00:00 AM,9.2360,44.013,,,,,
6501,03/07/22 06:15:00 AM,9.2377,44.013,,,,,
6502,03/07/22 06:30:00 AM,9.2395,44.013,,,,,
6503,03/07/22 06:45:00 AM,9.2377,44.013,,,,,
6504,03/07/22 07:00:00 AM,9.2412,44.013,,,,,
6505,03/07/22 07:15:00 AM,9.2412,44.013,,,,,
6506,03/07/22 07:30:00 AM,9.2412,44.013,,,,,
6507,03/07/22 07:45:00 AM,9.2449,44.013,,,,,
6508,03/07/22 08:00:00 AM,9.2466,44.013,,,,,
6509,03/07/22 08:15:00 AM,9.2483,44.013,,,,,
6510,03/07/22 08:30:00 AM,9.2483,44.013,,,,,
6511,03/07/22 08:45:00 AM,9.2520,44.013,,,,,
6512,03/07/22 09:00:00 AM,9.2522,44.195,,,,,
6513,03/07/22 09:15:00 AM,9.2576,44.195,,,,,
6514,03/07/22 09:30:00 AM,9.2559,44.195,,,,,
6515,03/07/22 09:45:00 AM,9.2580,44.379,,,,,
6516,03/07/22 10:00:00 AM,9.2580,44.379,,,,,
6517,03/07/22 10:15:00 AM,9.2601,44.560,,,,,
6518,03/07/22 10:30:00 AM,9.2583,44.560,,,,,
6519,03/07/22 10:45:00 AM,9.2569,44.742,,,,,
6520,03/07/22 11:00:00 AM,9.2605,44.742,,,,,
6521,03/07/22 11:15:00 AM,9.2591,44.922,,,,,
6522,03/07/22 11:30:00 AM,9.2576,45.104,,,,,
6523,03/07/22 11:45:00 AM,9.2559,45.104,,,,,
6524,03/07/22 12:00:00 PM,9.2524,45.104,,,,,
6525,03/07/22 12:15:00 PM,9.2527,45.286,,,,,
6526,03/07/22 12:30:00 PM,9.2509,45.286,,,,,
6527,03/07/22 12:45:00 PM,9.2478,45.466,,,,,
6528,03/07/22 01:00:00 PM,9.2495,45.466,,,,,
6529,03/07/22 01:15:00 PM,9.2441,45.466,,,,,
6530,03/07/22 01:30:00 PM,9.2424,45.466,,,,,
6531,03/07/22 01:45:00 PM,9.2370,45.466,,,,,
6532,03/07/22 02:00:00 PM,9.2338,45.648,,,,,
6533,03/07/22 02:15:00 PM,9.2321,45.648,,,,,
6534,03/07/22 02:30:00 PM,9.2286,45.648,,,,,
6535,03/07/22 02:45:00 PM,9.2267,45.648,,,,,
6536,03/07/22 03:00:00 PM,9.2267,45.648,,,,,
6537,03/07/22 03:15:00 PM,9.2232,45.648,,,,,
6538,03/07/22 03:30:00 PM,9.2235,45.828,,,,,
6539,03/07/22 03:45:00 PM,9.2235,45.828,,,,,
6540,03/07/22 04:00:00 PM,9.2235,45.828,,,,,
6541,03/07/22 04:15:00 PM,9.2235,45.828,,,,,
6542,03/07/22 04:30:00 PM,9.2218,45.828,,,,,
6543,03/07/22 04:45:00 PM,9.2218,45.828,,,,,
6544,03/07/22 05:00:00 PM,9.2235,45.828,,,,,
6545,03/07/22 05:15:00 PM,9.2218,45.828,,,,,
6546,03/07/22 05:30:00 PM,9.2200,45.828,,,,,
6547,03/07/22 05:45:00 PM,9.2218,45.828,,,,,
6548,03/07/22 06:00:00 PM,9.2235,45.828,,,,,
6549,03/07/22 06:15:00 PM,9.2215,45.648,,,,,
6550,03/07/22 06:30:00 PM,9.2232,45.648,,,,,
6551,03/07/22 06:45:00 PM,9.2250,45.648,,,,,
6552,03/07/22 07:00:00 PM,9.2286,45.648,,,,,
6553,03/07/22 07:15:00 PM,9.2335,45.466,,,,,
6554,03/07/22 07:30:00 PM,9.2389,45.466,,,,,
6555,03/07/22 07:45:00 PM,9.2509,45.286,,,,,
6556,03/07/22 08:00:00 PM,9.2563,45.286,,,,,
6557,03/07/22 08:15:00 PM,9.2563,45.286,,,,,
6558,03/07/22 08:30:00 PM,9.2598,45.286,,,,,
6559,03/07/22 08:45:00 PM,9.2652,45.286,,,,,
6560,03/07/22 09:00:00 PM,9.2634,45.286,,,,,
6561,03/07/22 09:15:00 PM,9.2634,45.286,,,,,
6562,03/07/22 09:30:00 PM,9.2630,45.104,,,,,
6563,03/07/22 09:45:00 PM,9.2630,45.104,,,,,
6564,03/07/22 10:00:00 PM,9.2666,45.104,,,,,
6565,03/07/22 10:15:00 PM,9.2647,45.104,,,,,
6566,03/07/22 10:30:00 PM,9.2647,45.104,,,,,
6567,03/07/22 10:45:00 PM,9.2630,45.104,,,,,
6568,03/07/22 11:00:00 PM,9.2612,45.104,,,,,
6569,03/07/22 11:15:00 PM,9.2630,45.104,,,,,
6570,03/07/22 11:30:00 PM,9.2644,44.922,,,,,
6571,03/07/22 11:45:00 PM,9.2644,44.922,,,,,
6572,03/08/22 12:00:00 AM,9.2591,44.922,,,,,
6573,03/08/22 12:15:00 AM,9.2556,44.922,,,,,
6574,03/08/22 12:30:00 AM,9.2573,44.922,,,,,
6575,03/08/22 12:45:00 AM,9.2569,44.742,,,,,
6576,03/08/22 01:00:00 AM,9.2551,44.742,,,,,
6577,03/08/22 01:15:00 AM,9.2569,44.742,,,,,
6578,03/08/22 01:30:00 AM,9.2588,44.742,,,,,
6579,03/08/22 01:45:00 AM,9.2530,44.560,,,,,
6580,03/08/22 02:00:00 AM,9.2566,44.560,,,,,
6581,03/08/22 02:15:00 AM,9.2615,44.379,,,,,
6582,03/08/22 02:30:00 AM,9.2633,44.379,,,,,
6583,03/08/22 02:45:00 AM,9.2630,44.195,,,,,
6584,03/08/22 03:00:00 AM,9.2630,44.195,,,,,
6585,03/08/22 03:15:00 AM,9.2608,44.013,,,,,
6586,03/08/22 03:30:00 AM,9.2591,44.013,,,,,
6587,03/08/22 03:45:00 AM,9.2572,44.013,,,,,
6588,03/08/22 04:00:00 AM,9.2520,44.013,,,,,
6589,03/08/22 04:15:00 AM,9.2515,43.831,,,,,
6590,03/08/22 04:30:00 AM,9.2498,43.831,,,,,
6591,03/08/22 04:45:00 AM,9.2498,43.831,,,,,
6592,03/08/22 05:00:00 AM,9.2498,43.831,,,,,
6593,03/08/22 05:15:00 AM,9.2463,43.831,,,,,
6594,03/08/22 05:30:00 AM,9.2463,43.831,,,,,
6595,03/08/22 05:45:00 AM,9.2498,43.831,,,,,
6596,03/08/22 06:00:00 AM,9.2515,43.831,,,,,
6597,03/08/22 06:15:00 AM,9.2498,43.831,,,,,
6598,03/08/22 06:30:00 AM,9.2515,43.831,,,,,
6599,03/08/22 06:45:00 AM,9.2533,43.831,,,,,
6600,03/08/22 07:00:00 AM,9.2551,43.831,,,,,
6601,03/08/22 07:15:00 AM,9.2551,43.831,,,,,
6602,03/08/22 07:30:00 AM,9.2569,43.831,,,,,
6603,03/08/22 07:45:00 AM,9.2604,43.831,,,,,
6604,03/08/22 08:00:00 AM,9.2640,43.831,,,,,
6605,03/08/22 08:15:00 AM,9.2640,43.831,,,,,
6606,03/08/22 08:30:00 AM,9.2675,43.831,,,,,
6607,03/08/22 08:45:00 AM,9.2694,43.831,,,,,
6608,03/08/22 09:00:00 AM,9.2711,43.831,,,,,
6609,03/08/22 09:15:00 AM,9.2728,43.831,,,,,
6610,03/08/22 09:30:00 AM,9.2711,43.831,,,,,
6611,03/08/22 09:45:00 AM,9.2746,43.831,,,,,
6612,03/08/22 10:00:00 AM,9.2733,44.013,,,,,
6613,03/08/22 10:15:00 AM,9.2750,44.013,,,,,
6614,03/08/22 10:30:00 AM,9.2714,44.013,,,,,
6615,03/08/22 10:45:00 AM,9.2718,44.195,,,,,
6616,03/08/22 11:00:00 AM,9.2718,44.195,,,,,
6617,03/08/22 11:15:00 AM,9.2721,44.379,,,,,
6618,03/08/22 11:30:00 AM,9.2708,44.560,,,,,
6619,03/08/22 11:45:00 AM,9.2689,44.560,,,,,
6620,03/08/22 12:00:00 PM,9.2676,44.742,,,,,
6621,03/08/22 12:15:00 PM,9.2640,44.742,,,,,
6622,03/08/22 12:30:00 PM,9.2608,44.922,,,,,
6623,03/08/22 12:45:00 PM,9.2591,44.922,,,,,
6624,03/08/22 01:00:00 PM,9.2541,45.104,,,,,
6625,03/08/22 01:15:00 PM,9.2527,45.286,,,,,
6626,03/08/22 01:30:00 PM,9.2512,45.466,,,,,
6627,03/08/22 01:45:00 PM,9.2499,45.648,,,,,
6628,03/08/22 02:00:00 PM,9.2446,45.648,,,,,
6629,03/08/22 02:15:00 PM,9.2431,45.828,,,,,
6630,03/08/22 02:30:00 PM,9.2396,45.828,,,,,
6631,03/08/22 02:45:00 PM,9.2364,46.008,,,,,
6632,03/08/22 03:00:00 PM,9.2346,46.008,,,,,
6633,03/08/22 03:15:00 PM,9.2328,46.008,,,,,
6634,03/08/22 03:30:00 PM,9.2306,45.828,,,,,
6635,03/08/22 03:45:00 PM,9.2272,45.828,,,,,
6636,03/08/22 04:00:00 PM,9.2272,45.828,,,,,
6637,03/08/22 04:15:00 PM,9.2254,45.828,,,,,
6638,03/08/22 04:30:00 PM,9.2232,45.648,,,,,
6639,03/08/22 04:45:00 PM,9.2215,45.648,,,,,
6640,03/08/22 05:00:00 PM,9.2232,45.648,,,,,
6641,03/08/22 05:15:00 PM,9.2211,45.466,,,,,
6642,03/08/22 05:30:00 PM,9.2264,45.466,,,,,
6643,03/08/22 05:45:00 PM,9.2264,45.466,,,,,
6644,03/08/22 06:00:00 PM,9.2314,45.286,,,,,
6645,03/08/22 06:15:00 PM,9.2331,45.286,,,,,
6646,03/08/22 06:30:00 PM,9.2346,45.104,,,,,
6647,03/08/22 06:45:00 PM,9.2328,45.104,,,,,
6648,03/08/22 07:00:00 PM,9.2324,44.922,,,,,
6649,03/08/22 07:15:00 PM,9.2377,44.922,,,,,
6650,03/08/22 07:30:00 PM,9.2409,44.742,,,,,
6651,03/08/22 07:45:00 PM,9.2463,44.742,,,,,
6652,03/08/22 08:00:00 PM,9.2498,44.742,,,,,
6653,03/08/22 08:15:00 PM,9.2478,44.560,,,,,
6654,03/08/22 08:30:00 PM,9.2478,44.560,,,,,
6655,03/08/22 08:45:00 PM,9.2495,44.560,,,,,
6656,03/08/22 09:00:00 PM,9.2478,44.560,,,,,
6657,03/08/22 09:15:00 PM,9.2438,44.379,,,,,
6658,03/08/22 09:30:00 PM,9.2491,44.379,,,,,
6659,03/08/22 09:45:00 PM,9.2527,44.379,,,,,
6660,03/08/22 10:00:00 PM,9.2562,44.379,,,,,
6661,03/08/22 10:15:00 PM,9.2505,44.195,,,,,
6662,03/08/22 10:30:00 PM,9.2541,44.195,,,,,
6663,03/08/22 10:45:00 PM,9.2541,44.195,,,,,
6664,03/08/22 11:00:00 PM,9.2554,44.013,,,,,
6665,03/08/22 11:15:00 PM,9.2551,43.831,,,,,
6666,03/08/22 11:30:00 PM,9.2551,43.831,,,,,
6667,03/08/22 11:45:00 PM,9.2476,43.648,,,,,
6668,03/09/22 12:00:00 AM,9.2476,43.648,,,,,
6669,03/09/22 12:15:00 AM,9.2473,43.466,,,,,
6670,03/09/22 12:30:00 AM,9.2415,43.282,,,,,
6671,03/09/22 12:45:00 AM,9.2434,43.282,,,,,
6672,03/09/22 01:00:00 AM,9.2451,43.282,,,,,
6673,03/09/22 01:15:00 AM,9.2430,43.099,,,,,
6674,03/09/22 01:30:00 AM,9.2395,43.099,,,,,
6675,03/09/22 01:45:00 AM,9.2390,42.915,,,,,
6676,03/09/22 02:00:00 AM,9.2356,42.915,,,,,
6677,03/09/22 02:15:00 AM,9.2317,42.732,,,,,
6678,03/09/22 02:30:00 AM,9.2317,42.732,,,,,
6679,03/09/22 02:45:00 AM,9.2312,42.548,,,,,
6680,03/09/22 03:00:00 AM,9.2277,42.548,,,,,
6681,03/09/22 03:15:00 AM,9.2259,42.548,,,,,
6682,03/09/22 03:30:00 AM,9.2259,42.548,,,,,
6683,03/09/22 03:45:00 AM,9.2256,42.363,,,,,
6684,03/09/22 04:00:00 AM,9.2256,42.363,,,,,
6685,03/09/22 04:15:00 AM,9.2256,42.363,,,,,
6686,03/09/22 04:30:00 AM,9.2273,42.363,,,,,
6687,03/09/22 04:45:00 AM,9.2288,42.179,,,,,
6688,03/09/22 05:00:00 AM,9.2288,42.179,,,,,
6689,03/09/22 05:15:00 AM,9.2283,41.994,,,,,
6690,03/09/22 05:30:00 AM,9.2301,41.994,,,,,
6691,03/09/22 05:45:00 AM,9.2301,41.994,,,,,
6692,03/09/22 06:00:00 AM,9.2315,41.810,,,,,
6693,03/09/22 06:15:00 AM,9.2332,41.810,,,,,
6694,03/09/22 06:30:00 AM,9.2369,41.810,,,,,
6695,03/09/22 06:45:00 AM,9.2364,41.625,,,,,
6696,03/09/22 07:00:00 AM,9.2382,41.625,,,,,
6697,03/09/22 07:15:00 AM,9.2418,41.625,,,,,
6698,03/09/22 07:30:00 AM,9.2435,41.625,,,,,
6699,03/09/22 07:45:00 AM,9.2453,41.625,,,,,
6700,03/09/22 08:00:00 AM,9.2453,41.625,,,,,
6701,03/09/22 08:15:00 AM,9.2489,41.625,,,,,
6702,03/09/22 08:30:00 AM,9.2492,41.810,,,,,
6703,03/09/22 08:45:00 AM,9.2492,41.810,,,,,
6704,03/09/22 09:00:00 AM,9.2528,41.810,,,,,
6705,03/09/22 09:15:00 AM,9.2514,41.994,,,,,
6706,03/09/22 09:30:00 AM,9.2518,42.179,,,,,
6707,03/09/22 09:45:00 AM,9.2557,42.363,,,,,
6708,03/09/22 10:00:00 AM,9.2543,42.548,,,,,
6709,03/09/22 10:15:00 AM,9.2515,42.915,,,,,
6710,03/09/22 10:30:00 AM,9.2540,43.282,,,,,
6711,03/09/22 10:45:00 AM,9.2512,43.648,,,,,
6712,03/09/22 11:00:00 AM,9.2520,44.013,,,,,
6713,03/09/22 11:15:00 AM,9.2509,44.379,,,,,
6714,03/09/22 11:30:00 AM,9.2502,44.922,,,,,
6715,03/09/22 11:45:00 AM,9.2478,45.466,,,,,
6716,03/09/22 12:00:00 PM,9.2512,46.369,,,,,
6717,03/09/22 12:15:00 PM,9.2492,47.088,,,,,
6718,03/09/22 12:30:00 PM,9.2505,47.802,,,,,
6719,03/09/22 12:45:00 PM,9.2485,48.517,,,,,
6720,03/09/22 01:00:00 PM,9.2463,49.228,,,,,
6721,03/09/22 01:15:00 PM,9.2437,49.759,,,,,
6722,03/09/22 01:30:00 PM,9.2430,50.290,,,,,
6723,03/09/22 01:45:00 PM,9.2383,50.643,,,,,
6724,03/09/22 02:00:00 PM,9.2369,50.819,,,,,
6725,03/09/22 02:15:00 PM,9.2341,51.172,,,,,
6726,03/09/22 02:30:00 PM,9.2322,51.172,,,,,
6727,03/09/22 02:45:00 PM,9.2327,51.346,,,,,
6728,03/09/22 03:00:00 PM,9.2273,51.346,,,,,
6729,03/09/22 03:15:00 PM,9.2256,51.346,,,,,
6730,03/09/22 03:30:00 PM,9.2256,51.346,,,,,
6731,03/09/22 03:45:00 PM,9.2234,51.172,,,,,
6732,03/09/22 04:00:00 PM,9.2248,50.995,,,,,
6733,03/09/22 04:15:00 PM,9.2348,50.643,,,,,
6734,03/09/22 04:30:00 PM,9.2373,50.113,,,,,
6735,03/09/22 04:45:00 PM,9.2431,49.404,,,,,
6736,03/09/22 05:00:00 PM,9.2459,49.050,,,,,
6737,03/09/22 05:15:00 PM,9.2419,48.871,,,,,
6738,03/09/22 05:30:00 PM,9.2417,48.695,,,,,
6739,03/09/22 05:45:00 PM,9.2395,48.517,,,,,
6740,03/09/22 06:00:00 PM,9.2428,48.339,,,,,
6741,03/09/22 06:15:00 PM,9.2406,48.160,,,,,
6742,03/09/22 06:30:00 PM,9.2417,47.802,,,,,
6743,03/09/22 06:45:00 PM,9.2431,47.624,,,,,
6744,03/09/22 07:00:00 PM,9.2463,47.446,,,,,
6745,03/09/22 07:15:00 PM,9.2478,47.266,,,,,
6746,03/09/22 07:30:00 PM,9.2509,47.088,,,,,
6747,03/09/22 07:45:00 PM,9.2507,46.908,,,,,
6748,03/09/22 08:00:00 PM,9.2520,46.728,,,,,
6749,03/09/22 08:15:00 PM,9.2534,46.548,,,,,
6750,03/09/22 08:30:00 PM,9.2512,46.369,,,,,
6751,03/09/22 08:45:00 PM,9.2527,46.188,,,,,
6752,03/09/22 09:00:00 PM,9.2559,46.008,,,,,
6753,03/09/22 09:15:00 PM,9.2538,45.828,,,,,
6754,03/09/22 09:30:00 PM,9.2520,45.828,,,,,
6755,03/09/22 09:45:00 PM,9.2570,45.648,,,,,
6756,03/09/22 10:00:00 PM,9.2534,45.648,,,,,
6757,03/09/22 10:15:00 PM,9.2566,45.466,,,,,
6758,03/09/22 10:30:00 PM,9.2549,45.466,,,,,
6759,03/09/22 10:45:00 PM,9.2527,45.286,,,,,
6760,03/09/22 11:00:00 PM,9.2541,45.104,,,,,
6761,03/09/22 11:15:00 PM,9.2537,44.922,,,,,
6762,03/09/22 11:30:00 PM,9.2502,44.922,,,,,
6763,03/09/22 11:45:00 PM,9.2480,44.742,,,,,
6764,03/10/22 12:00:00 AM,9.2495,44.560,,,,,
6765,03/10/22 12:15:00 AM,9.2495,44.560,,,,,
6766,03/10/22 12:30:00 AM,9.2473,44.379,,,,,
6767,03/10/22 12:45:00 AM,9.2470,44.195,,,,,
6768,03/10/22 01:00:00 AM,9.2412,44.013,,,,,
6769,03/10/22 01:15:00 AM,9.2395,44.013,,,,,
6770,03/10/22 01:30:00 AM,9.2392,43.831,,,,,
6771,03/10/22 01:45:00 AM,9.2392,43.831,,,,,
6772,03/10/22 02:00:00 AM,9.2388,43.648,,,,,
6773,03/10/22 02:15:00 AM,9.2353,43.648,,,,,
6774,03/10/22 02:30:00 AM,9.2348,43.466,,,,,
6775,03/10/22 02:45:00 AM,9.2314,43.466,,,,,
6776,03/10/22 03:00:00 AM,9.2331,43.466,,,,,
6777,03/10/22 03:15:00 AM,9.2309,43.282,,,,,
6778,03/10/22 03:30:00 AM,9.2309,43.282,,,,,
6779,03/10/22 03:45:00 AM,9.2292,43.282,,,,,
6780,03/10/22 04:00:00 AM,9.2288,43.099,,,,,
6781,03/10/22 04:15:00 AM,9.2288,43.099,,,,,
6782,03/10/22 04:30:00 AM,9.2288,43.099,,,,,
6783,03/10/22 04:45:00 AM,9.2324,43.099,,,,,
6784,03/10/22 05:00:00 AM,9.2306,43.099,,,,,
6785,03/10/22 05:15:00 AM,9.2341,43.099,,,,,
6786,03/10/22 05:30:00 AM,9.2341,43.099,,,,,
6787,03/10/22 05:45:00 AM,9.2319,42.915,,,,,
6788,03/10/22 06:00:00 AM,9.2337,42.915,,,,,
6789,03/10/22 06:15:00 AM,9.2356,42.915,,,,,
6790,03/10/22 06:30:00 AM,9.2337,42.915,,,,,
6791,03/10/22 06:45:00 AM,9.2390,42.915,,,,,
6792,03/10/22 07:00:00 AM,9.2408,42.915,,,,,
6793,03/10/22 07:15:00 AM,9.2444,42.915,,,,,
6794,03/10/22 07:30:00 AM,9.2479,42.915,,,,,
6795,03/10/22 07:45:00 AM,9.2515,42.915,,,,,
6796,03/10/22 08:00:00 AM,9.2533,42.915,,,,,
6797,03/10/22 08:15:00 AM,9.2515,42.915,,,,,
6798,03/10/22 08:30:00 AM,9.2498,42.915,,,,,
6799,03/10/22 08:45:00 AM,9.2537,43.099,,,,,
6800,03/10/22 09:00:00 AM,9.2554,43.099,,,,,
6801,03/10/22 09:15:00 AM,9.2576,43.282,,,,,
6802,03/10/22 09:30:00 AM,9.2596,43.466,,,,,
6803,03/10/22 09:45:00 AM,9.2601,43.648,,,,,
6804,03/10/22 10:00:00 AM,9.2604,43.831,,,,,
6805,03/10/22 10:15:00 AM,9.2594,44.195,,,,,
6806,03/10/22 10:30:00 AM,9.2580,44.379,,,,,
6807,03/10/22 10:45:00 AM,9.2588,44.742,,,,,
6808,03/10/22 11:00:00 AM,9.2563,45.286,,,,,
6809,03/10/22 11:15:00 AM,9.2551,45.648,,,,,
6810,03/10/22 11:30:00 AM,9.2566,46.369,,,,,
6811,03/10/22 11:45:00 AM,9.2541,46.908,,,,,
6812,03/10/22 12:00:00 PM,9.2517,47.446,,,,,
6813,03/10/22 12:15:00 PM,9.2488,47.802,,,,,
6814,03/10/22 12:30:00 PM,9.2480,48.339,,,,,
6815,03/10/22 12:45:00 PM,9.2488,48.695,,,,,
6816,03/10/22 01:00:00 PM,9.2446,49.228,,,,,
6817,03/10/22 01:15:00 PM,9.2434,49.582,,,,,
6818,03/10/22 01:30:00 PM,9.2405,49.937,,,,,
6819,03/10/22 01:45:00 PM,9.2373,50.113,,,,,
6820,03/10/22 02:00:00 PM,9.2359,50.290,,,,,
6821,03/10/22 02:15:00 PM,9.2344,50.466,,,,,
6822,03/10/22 02:30:00 PM,9.2309,50.466,,,,,
6823,03/10/22 02:45:00 PM,9.2306,50.290,,,,,
6824,03/10/22 03:00:00 PM,9.2302,50.113,,,,,
6825,03/10/22 03:15:00 PM,9.2282,49.937,,,,,
6826,03/10/22 03:30:00 PM,9.2274,49.582,,,,,
