"Título de trazado: LUXabajo_04"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °F (LGR S/N: 10801154, SEN S/N: 10801154, LBL: Blue)","Intensidad, lum/ft² (LGR S/N: 10801154, SEN S/N: 10801154)","Batería mala (LGR S/N: 10801154)","Acoplador adjunto (LGR S/N: 10801154)","Acoplador separado (LGR S/N: 10801154)","Host conectado (LGR S/N: 10801154)","Parado (LGR S/N: 10801154)","Final de archivo (LGR S/N: 10801154)"
15571,01/05/22 03:45:00 PM,48.517,76.0,,,,,,
15572,01/05/22 04:00:00 PM,48.695,128.0,,,,,,
15573,01/05/22 04:15:00 PM,48.695,36.0,,,,,,
15574,01/05/22 04:30:00 PM,48.695,24.0,,,,,,
15575,01/05/22 04:45:00 PM,48.695,34.0,,,,,,
15576,01/05/22 05:00:00 PM,48.517,12.0,,,,,,
15577,01/05/22 05:15:00 PM,48.339,21.0,,,,,,
15578,01/05/22 05:30:00 PM,48.339,6.0,,,,,,
15579,01/05/22 05:45:00 PM,48.160,6.0,,,,,,
15580,01/05/22 06:00:00 PM,47.982,1.0,,,,,,
15581,01/05/22 06:15:00 PM,47.802,0.0,,,,,,
15582,01/05/22 06:30:00 PM,47.624,0.0,,,,,,
15583,01/05/22 06:45:00 PM,47.624,0.0,,,,,,
15584,01/05/22 07:00:00 PM,47.446,0.0,,,,,,
15585,01/05/22 07:15:00 PM,47.266,0.0,,,,,,
15586,01/05/22 07:30:00 PM,47.266,0.0,,,,,,
15587,01/05/22 07:45:00 PM,47.088,0.0,,,,,,
15588,01/05/22 08:00:00 PM,47.088,0.0,,,,,,
15589,01/05/22 08:15:00 PM,46.908,0.0,,,,,,
15590,01/05/22 08:30:00 PM,46.908,0.0,,,,,,
15591,01/05/22 08:45:00 PM,46.728,0.0,,,,,,
15592,01/05/22 09:00:00 PM,46.728,0.0,,,,,,
15593,01/05/22 09:15:00 PM,46.548,0.0,,,,,,
15594,01/05/22 09:30:00 PM,46.369,0.0,,,,,,
15595,01/05/22 09:45:00 PM,46.369,0.0,,,,,,
15596,01/05/22 10:00:00 PM,46.188,0.0,,,,,,
15597,01/05/22 10:15:00 PM,46.008,0.0,,,,,,
15598,01/05/22 10:30:00 PM,45.828,0.0,,,,,,
15599,01/05/22 10:45:00 PM,45.828,0.0,,,,,,
15600,01/05/22 11:00:00 PM,45.648,0.0,,,,,,
15601,01/05/22 11:15:00 PM,45.466,0.0,,,,,,
15602,01/05/22 11:30:00 PM,45.466,0.0,,,,,,
15603,01/05/22 11:45:00 PM,45.286,0.0,,,,,,
15604,01/06/22 12:00:00 AM,45.104,0.0,,,,,,
15605,01/06/22 12:15:00 AM,45.104,0.0,,,,,,
15606,01/06/22 12:30:00 AM,44.922,0.0,,,,,,
15607,01/06/22 12:45:00 AM,44.742,0.0,,,,,,
15608,01/06/22 01:00:00 AM,44.742,0.0,,,,,,
15609,01/06/22 01:15:00 AM,44.560,0.0,,,,,,
15610,01/06/22 01:30:00 AM,44.560,0.0,,,,,,
15611,01/06/22 01:45:00 AM,44.560,0.0,,,,,,
15612,01/06/22 02:00:00 AM,44.560,0.0,,,,,,
15613,01/06/22 02:15:00 AM,44.560,0.0,,,,,,
15614,01/06/22 02:30:00 AM,44.560,0.0,,,,,,
15615,01/06/22 02:45:00 AM,44.742,0.0,,,,,,
15616,01/06/22 03:00:00 AM,44.560,0.0,,,,,,
15617,01/06/22 03:15:00 AM,44.742,0.0,,,,,,
15618,01/06/22 03:30:00 AM,44.742,0.0,,,,,,
15619,01/06/22 03:45:00 AM,44.742,0.0,,,,,,
15620,01/06/22 04:00:00 AM,44.742,0.0,,,,,,
15621,01/06/22 04:15:00 AM,44.742,0.0,,,,,,
15622,01/06/22 04:30:00 AM,44.560,0.0,,,,,,
15623,01/06/22 04:45:00 AM,44.742,0.0,,,,,,
15624,01/06/22 05:00:00 AM,44.742,0.0,,,,,,
15625,01/06/22 05:15:00 AM,44.742,0.0,,,,,,
15626,01/06/22 05:30:00 AM,44.560,0.0,,,,,,
15627,01/06/22 05:45:00 AM,44.560,0.0,,,,,,
15628,01/06/22 06:00:00 AM,44.560,0.0,,,,,,
15629,01/06/22 06:15:00 AM,44.560,0.0,,,,,,
15630,01/06/22 06:30:00 AM,44.560,0.0,,,,,,
15631,01/06/22 06:45:00 AM,44.560,0.0,,,,,,
15632,01/06/22 07:00:00 AM,44.560,4.0,,,,,,
15633,01/06/22 07:15:00 AM,44.742,10.0,,,,,,
15634,01/06/22 07:30:00 AM,44.742,12.0,,,,,,
15635,01/06/22 07:45:00 AM,44.742,15.0,,,,,,
15636,01/06/22 08:00:00 AM,44.742,16.0,,,,,,
15637,01/06/22 08:15:00 AM,44.922,25.0,,,,,,
15638,01/06/22 08:30:00 AM,44.922,45.0,,,,,,
15639,01/06/22 08:45:00 AM,44.922,31.0,,,,,,
15640,01/06/22 09:00:00 AM,45.104,24.0,,,,,,
15641,01/06/22 09:15:00 AM,45.104,41.0,,,,,,
15642,01/06/22 09:30:00 AM,45.104,36.0,,,,,,
15643,01/06/22 09:45:00 AM,45.286,72.0,,,,,,
15644,01/06/22 10:00:00 AM,45.286,86.0,,,,,,
15645,01/06/22 10:15:00 AM,45.466,92.0,,,,,,
15646,01/06/22 10:30:00 AM,45.648,61.0,,,,,,
15647,01/06/22 10:45:00 AM,45.648,55.0,,,,,,
15648,01/06/22 11:00:00 AM,45.648,49.0,,,,,,
15649,01/06/22 11:15:00 AM,45.648,51.0,,,,,,
15650,01/06/22 11:30:00 AM,45.828,56.0,,,,,,
15651,01/06/22 11:45:00 AM,45.828,63.0,,,,,,
15652,01/06/22 12:00:00 PM,46.008,119.0,,,,,,
15653,01/06/22 12:15:00 PM,46.008,55.0,,,,,,
15654,01/06/22 12:30:00 PM,46.008,73.0,,,,,,
15655,01/06/22 12:45:00 PM,46.188,64.0,,,,,,
15656,01/06/22 01:00:00 PM,46.188,91.0,,,,,,
15657,01/06/22 01:15:00 PM,46.369,94.0,,,,,,
15658,01/06/22 01:30:00 PM,46.369,58.0,,,,,,
15659,01/06/22 01:45:00 PM,46.548,176.0,,,,,,
15660,01/06/22 02:00:00 PM,46.548,79.0,,,,,,
15661,01/06/22 02:15:00 PM,46.548,75.0,,,,,,
15662,01/06/22 02:30:00 PM,46.728,74.0,,,,,,
15663,01/06/22 02:45:00 PM,46.728,48.0,,,,,,
15664,01/06/22 03:00:00 PM,46.728,77.0,,,,,,
15665,01/06/22 03:15:00 PM,46.908,72.0,,,,,,
15666,01/06/22 03:30:00 PM,46.908,74.0,,,,,,
15667,01/06/22 03:45:00 PM,46.908,31.0,,,,,,
15668,01/06/22 04:00:00 PM,46.908,29.0,,,,,,
15669,01/06/22 04:15:00 PM,46.908,57.0,,,,,,
15670,01/06/22 04:30:00 PM,46.908,61.0,,,,,,
15671,01/06/22 04:45:00 PM,46.908,36.0,,,,,,
15672,01/06/22 05:00:00 PM,46.908,41.0,,,,,,
15673,01/06/22 05:15:00 PM,46.728,37.0,,,,,,
15674,01/06/22 05:30:00 PM,46.728,11.0,,,,,,
15675,01/06/22 05:45:00 PM,46.548,10.0,,,,,,
15676,01/06/22 06:00:00 PM,46.369,0.0,,,,,,
15677,01/06/22 06:15:00 PM,46.369,0.0,,,,,,
15678,01/06/22 06:30:00 PM,46.188,0.0,,,,,,
15679,01/06/22 06:45:00 PM,46.008,0.0,,,,,,
15680,01/06/22 07:00:00 PM,46.008,0.0,,,,,,
15681,01/06/22 07:15:00 PM,45.828,0.0,,,,,,
15682,01/06/22 07:30:00 PM,45.828,0.0,,,,,,
15683,01/06/22 07:45:00 PM,45.648,0.0,,,,,,
15684,01/06/22 08:00:00 PM,45.648,0.0,,,,,,
15685,01/06/22 08:15:00 PM,45.466,0.0,,,,,,
15686,01/06/22 08:30:00 PM,45.466,0.0,,,,,,
15687,01/06/22 08:45:00 PM,45.466,0.0,,,,,,
15688,01/06/22 09:00:00 PM,45.286,0.0,,,,,,
15689,01/06/22 09:15:00 PM,45.286,0.0,,,,,,
15690,01/06/22 09:30:00 PM,45.286,0.0,,,,,,
15691,01/06/22 09:45:00 PM,45.104,0.0,,,,,,
15692,01/06/22 10:00:00 PM,45.104,0.0,,,,,,
15693,01/06/22 10:15:00 PM,45.104,0.0,,,,,,
15694,01/06/22 10:30:00 PM,44.922,0.0,,,,,,
15695,01/06/22 10:45:00 PM,44.922,0.0,,,,,,
15696,01/06/22 11:00:00 PM,44.742,0.0,,,,,,
15697,01/06/22 11:15:00 PM,44.560,0.0,,,,,,
15698,01/06/22 11:30:00 PM,44.560,0.0,,,,,,
15699,01/06/22 11:45:00 PM,44.379,0.0,,,,,,
15700,01/07/22 12:00:00 AM,44.379,0.0,,,,,,
15701,01/07/22 12:15:00 AM,44.195,0.0,,,,,,
15702,01/07/22 12:30:00 AM,44.013,0.0,,,,,,
15703,01/07/22 12:45:00 AM,44.013,0.0,,,,,,
15704,01/07/22 01:00:00 AM,43.831,0.0,,,,,,
15705,01/07/22 01:15:00 AM,43.648,0.0,,,,,,
15706,01/07/22 01:30:00 AM,43.648,0.0,,,,,,
15707,01/07/22 01:45:00 AM,43.648,0.0,,,,,,
15708,01/07/22 02:00:00 AM,43.466,0.0,,,,,,
15709,01/07/22 02:15:00 AM,43.466,0.0,,,,,,
15710,01/07/22 02:30:00 AM,43.466,0.0,,,,,,
15711,01/07/22 02:45:00 AM,43.282,0.0,,,,,,
15712,01/07/22 03:00:00 AM,43.282,0.0,,,,,,
15713,01/07/22 03:15:00 AM,43.282,0.0,,,,,,
15714,01/07/22 03:30:00 AM,43.099,0.0,,,,,,
15715,01/07/22 03:45:00 AM,43.099,0.0,,,,,,
15716,01/07/22 04:00:00 AM,42.915,0.0,,,,,,
15717,01/07/22 04:15:00 AM,42.915,0.0,,,,,,
15718,01/07/22 04:30:00 AM,42.915,0.0,,,,,,
15719,01/07/22 04:45:00 AM,42.915,0.0,,,,,,
15720,01/07/22 05:00:00 AM,42.732,0.0,,,,,,
15721,01/07/22 05:15:00 AM,42.732,0.0,,,,,,
15722,01/07/22 05:30:00 AM,42.732,0.0,,,,,,
15723,01/07/22 05:45:00 AM,42.548,0.0,,,,,,
15724,01/07/22 06:00:00 AM,42.548,0.0,,,,,,
15725,01/07/22 06:15:00 AM,42.548,0.0,,,,,,
15726,01/07/22 06:30:00 AM,42.548,0.0,,,,,,
15727,01/07/22 06:45:00 AM,42.548,0.0,,,,,,
15728,01/07/22 07:00:00 AM,42.363,3.0,,,,,,
15729,01/07/22 07:15:00 AM,42.363,5.0,,,,,,
15730,01/07/22 07:30:00 AM,42.548,6.0,,,,,,
15731,01/07/22 07:45:00 AM,42.548,8.0,,,,,,
15732,01/07/22 08:00:00 AM,42.548,11.0,,,,,,
15733,01/07/22 08:15:00 AM,42.548,14.0,,,,,,
15734,01/07/22 08:30:00 AM,42.732,18.0,,,,,,
15735,01/07/22 08:45:00 AM,42.915,23.0,,,,,,
15736,01/07/22 09:00:00 AM,43.099,30.0,,,,,,
15737,01/07/22 09:15:00 AM,43.282,40.0,,,,,,
15738,01/07/22 09:30:00 AM,43.466,49.0,,,,,,
15739,01/07/22 09:45:00 AM,43.831,61.0,,,,,,
15740,01/07/22 10:00:00 AM,44.013,43.0,,,,,,
15741,01/07/22 10:15:00 AM,44.379,66.0,,,,,,
15742,01/07/22 10:30:00 AM,44.560,80.0,,,,,,
15743,01/07/22 10:45:00 AM,45.104,78.0,,,,,,
15744,01/07/22 11:00:00 AM,45.466,98.0,,,,,,
15745,01/07/22 11:15:00 AM,45.828,98.0,,,,,,
15746,01/07/22 11:30:00 AM,46.369,106.0,,,,,,
15747,01/07/22 11:45:00 AM,46.908,90.0,,,,,,
15748,01/07/22 12:00:00 PM,47.446,103.0,,,,,,
15749,01/07/22 12:15:00 PM,47.982,100.0,,,,,,
15750,01/07/22 12:30:00 PM,48.695,104.0,,,,,,
15751,01/07/22 12:45:00 PM,49.404,109.0,,,,,,
15752,01/07/22 01:00:00 PM,50.113,110.0,,,,,,
15753,01/07/22 01:15:00 PM,50.819,124.0,,,,,,
15754,01/07/22 01:30:00 PM,51.346,160.0,,,,,,
15755,01/07/22 01:45:00 PM,52.050,192.0,,,,,,
15756,01/07/22 02:00:00 PM,52.576,152.0,,,,,,
15757,01/07/22 02:15:00 PM,52.925,240.0,,,,,,
15758,01/07/22 02:30:00 PM,52.925,103.0,,,,,,
15759,01/07/22 02:45:00 PM,53.274,19.0,,,,,,
15760,01/07/22 03:00:00 PM,53.274,464.0,,,,,,
15761,01/07/22 03:15:00 PM,53.100,480.0,,,,,,
15762,01/07/22 03:30:00 PM,53.100,104.0,,,,,,
15763,01/07/22 03:45:00 PM,52.576,29.0,,,,,,
15764,01/07/22 04:00:00 PM,52.225,70.0,,,,,,
15765,01/07/22 04:15:00 PM,51.699,20.0,,,,,,
15766,01/07/22 04:30:00 PM,51.172,8.0,,,,,,
15767,01/07/22 04:45:00 PM,50.643,26.0,,,,,,
15768,01/07/22 05:00:00 PM,50.113,8.0,,,,,,
15769,01/07/22 05:15:00 PM,49.759,16.0,,,,,,
15770,01/07/22 05:30:00 PM,49.404,14.0,,,,,,
15771,01/07/22 05:45:00 PM,49.050,12.0,,,,,,
15772,01/07/22 06:00:00 PM,48.695,14.0,,,,,,
15773,01/07/22 06:15:00 PM,48.339,7.0,,,,,,
15774,01/07/22 06:30:00 PM,47.982,0.0,,,,,,
15775,01/07/22 06:45:00 PM,47.802,0.0,,,,,,
15776,01/07/22 07:00:00 PM,47.446,0.0,,,,,,
15777,01/07/22 07:15:00 PM,47.266,0.0,,,,,,
15778,01/07/22 07:30:00 PM,47.088,0.0,,,,,,
15779,01/07/22 07:45:00 PM,46.728,0.0,,,,,,
15780,01/07/22 08:00:00 PM,46.548,0.0,,,,,,
15781,01/07/22 08:15:00 PM,46.369,0.0,,,,,,
15782,01/07/22 08:30:00 PM,46.188,0.0,,,,,,
15783,01/07/22 08:45:00 PM,46.008,0.0,,,,,,
15784,01/07/22 09:00:00 PM,45.828,0.0,,,,,,
15785,01/07/22 09:15:00 PM,45.466,0.0,,,,,,
15786,01/07/22 09:30:00 PM,45.104,0.0,,,,,,
15787,01/07/22 09:45:00 PM,44.922,0.0,,,,,,
15788,01/07/22 10:00:00 PM,44.742,0.0,,,,,,
15789,01/07/22 10:15:00 PM,44.560,0.0,,,,,,
15790,01/07/22 10:30:00 PM,44.195,0.0,,,,,,
15791,01/07/22 10:45:00 PM,44.013,0.0,,,,,,
15792,01/07/22 11:00:00 PM,43.831,0.0,,,,,,
15793,01/07/22 11:15:00 PM,43.831,0.0,,,,,,
15794,01/07/22 11:30:00 PM,43.648,0.0,,,,,,
15795,01/07/22 11:45:00 PM,43.466,0.0,,,,,,
15796,01/08/22 12:00:00 AM,43.282,0.0,,,,,,
15797,01/08/22 12:15:00 AM,43.099,0.0,,,,,,
15798,01/08/22 12:30:00 AM,42.915,0.0,,,,,,
15799,01/08/22 12:45:00 AM,42.915,0.0,,,,,,
15800,01/08/22 01:00:00 AM,42.732,0.0,,,,,,
15801,01/08/22 01:15:00 AM,42.548,0.0,,,,,,
15802,01/08/22 01:30:00 AM,42.548,0.0,,,,,,
15803,01/08/22 01:45:00 AM,42.548,0.0,,,,,,
15804,01/08/22 02:00:00 AM,42.363,0.0,,,,,,
15805,01/08/22 02:15:00 AM,42.179,0.0,,,,,,
15806,01/08/22 02:30:00 AM,42.179,0.0,,,,,,
15807,01/08/22 02:45:00 AM,41.994,0.0,,,,,,
15808,01/08/22 03:00:00 AM,41.994,0.0,,,,,,
15809,01/08/22 03:15:00 AM,41.810,0.0,,,,,,
15810,01/08/22 03:30:00 AM,41.810,0.0,,,,,,
15811,01/08/22 03:45:00 AM,41.625,0.0,,,,,,
15812,01/08/22 04:00:00 AM,41.625,0.0,,,,,,
15813,01/08/22 04:15:00 AM,41.625,0.0,,,,,,
15814,01/08/22 04:30:00 AM,41.439,0.0,,,,,,
15815,01/08/22 04:45:00 AM,41.439,0.0,,,,,,
15816,01/08/22 05:00:00 AM,41.254,0.0,,,,,,
15817,01/08/22 05:15:00 AM,41.254,0.0,,,,,,
15818,01/08/22 05:30:00 AM,41.254,0.0,,,,,,
15819,01/08/22 05:45:00 AM,41.067,0.0,,,,,,
15820,01/08/22 06:00:00 AM,41.067,0.0,,,,,,
15821,01/08/22 06:15:00 AM,41.067,0.0,,,,,,
15822,01/08/22 06:30:00 AM,41.067,0.0,,,,,,
15823,01/08/22 06:45:00 AM,41.067,0.0,,,,,,
15824,01/08/22 07:00:00 AM,41.254,3.0,,,,,,
15825,01/08/22 07:15:00 AM,41.254,4.0,,,,,,
15826,01/08/22 07:30:00 AM,41.254,5.0,,,,,,
15827,01/08/22 07:45:00 AM,41.439,8.0,,,,,,
15828,01/08/22 08:00:00 AM,41.439,10.0,,,,,,
15829,01/08/22 08:15:00 AM,41.625,12.0,,,,,,
15830,01/08/22 08:30:00 AM,41.625,17.0,,,,,,
15831,01/08/22 08:45:00 AM,41.810,20.0,,,,,,
15832,01/08/22 09:00:00 AM,41.994,26.0,,,,,,
15833,01/08/22 09:15:00 AM,42.179,36.0,,,,,,
15834,01/08/22 09:30:00 AM,42.548,43.0,,,,,,
15835,01/08/22 09:45:00 AM,42.732,51.0,,,,,,
15836,01/08/22 10:00:00 AM,42.915,56.0,,,,,,
15837,01/08/22 10:15:00 AM,43.282,60.0,,,,,,
15838,01/08/22 10:30:00 AM,43.648,65.0,,,,,,
15839,01/08/22 10:45:00 AM,44.013,85.0,,,,,,
15840,01/08/22 11:00:00 AM,44.379,83.0,,,,,,
15841,01/08/22 11:15:00 AM,44.742,86.0,,,,,,
15842,01/08/22 11:30:00 AM,45.286,86.0,,,,,,
15843,01/08/22 11:45:00 AM,45.828,88.0,,,,,,
15844,01/08/22 12:00:00 PM,46.369,109.0,,,,,,
15845,01/08/22 12:15:00 PM,46.908,47.0,,,,,,
15846,01/08/22 12:30:00 PM,47.266,102.0,,,,,,
15847,01/08/22 12:45:00 PM,47.802,102.0,,,,,,
15848,01/08/22 01:00:00 PM,48.160,102.0,,,,,,
15849,01/08/22 01:15:00 PM,48.695,160.0,,,,,,
15850,01/08/22 01:30:00 PM,49.050,61.0,,,,,,
15851,01/08/22 01:45:00 PM,49.228,93.0,,,,,,
15852,01/08/22 02:00:00 PM,49.582,109.0,,,,,,
15853,01/08/22 02:15:00 PM,49.759,46.0,,,,,,
15854,01/08/22 02:30:00 PM,50.113,97.0,,,,,,
15855,01/08/22 02:45:00 PM,49.937,100.0,,,,,,
15856,01/08/22 03:00:00 PM,50.290,304.0,,,,,,
15857,01/08/22 03:15:00 PM,50.290,256.0,,,,,,
15858,01/08/22 03:30:00 PM,50.113,108.0,,,,,,
15859,01/08/22 03:45:00 PM,50.113,29.0,,,,,,
15860,01/08/22 04:00:00 PM,49.937,14.0,,,,,,
15861,01/08/22 04:15:00 PM,49.759,16.0,,,,,,
15862,01/08/22 04:30:00 PM,49.404,34.0,,,,,,
15863,01/08/22 04:45:00 PM,49.050,6.0,,,,,,
15864,01/08/22 05:00:00 PM,48.871,12.0,,,,,,
15865,01/08/22 05:15:00 PM,48.695,13.0,,,,,,
15866,01/08/22 05:30:00 PM,48.339,1.0,,,,,,
15867,01/08/22 05:45:00 PM,48.160,2.0,,,,,,
15868,01/08/22 06:00:00 PM,47.982,3.0,,,,,,
15869,01/08/22 06:15:00 PM,47.624,1.0,,,,,,
15870,01/08/22 06:30:00 PM,47.446,0.0,,,,,,
15871,01/08/22 06:45:00 PM,47.266,0.0,,,,,,
15872,01/08/22 07:00:00 PM,47.088,0.0,,,,,,
15873,01/08/22 07:15:00 PM,46.908,0.0,,,,,,
15874,01/08/22 07:30:00 PM,46.728,0.0,,,,,,
15875,01/08/22 07:45:00 PM,46.548,0.0,,,,,,
15876,01/08/22 08:00:00 PM,46.369,0.0,,,,,,
15877,01/08/22 08:15:00 PM,46.188,0.0,,,,,,
15878,01/08/22 08:30:00 PM,45.828,0.0,,,,,,
15879,01/08/22 08:45:00 PM,45.648,0.0,,,,,,
15880,01/08/22 09:00:00 PM,45.466,0.0,,,,,,
15881,01/08/22 09:15:00 PM,45.104,0.0,,,,,,
15882,01/08/22 09:30:00 PM,44.922,0.0,,,,,,
15883,01/08/22 09:45:00 PM,44.742,0.0,,,,,,
15884,01/08/22 10:00:00 PM,44.560,0.0,,,,,,
15885,01/08/22 10:15:00 PM,44.379,0.0,,,,,,
15886,01/08/22 10:30:00 PM,44.195,0.0,,,,,,
15887,01/08/22 10:45:00 PM,44.013,0.0,,,,,,
15888,01/08/22 11:00:00 PM,43.831,0.0,,,,,,
15889,01/08/22 11:15:00 PM,43.648,0.0,,,,,,
15890,01/08/22 11:30:00 PM,43.466,0.0,,,,,,
15891,01/08/22 11:45:00 PM,43.282,0.0,,,,,,
15892,01/09/22 12:00:00 AM,43.099,0.0,,,,,,
15893,01/09/22 12:15:00 AM,43.099,0.0,,,,,,
15894,01/09/22 12:30:00 AM,42.915,0.0,,,,,,
15895,01/09/22 12:45:00 AM,42.732,0.0,,,,,,
15896,01/09/22 01:00:00 AM,42.732,0.0,,,,,,
15897,01/09/22 01:15:00 AM,42.548,0.0,,,,,,
15898,01/09/22 01:30:00 AM,42.548,0.0,,,,,,
15899,01/09/22 01:45:00 AM,42.363,0.0,,,,,,
15900,01/09/22 02:00:00 AM,42.179,0.0,,,,,,
15901,01/09/22 02:15:00 AM,42.179,0.0,,,,,,
15902,01/09/22 02:30:00 AM,41.994,0.0,,,,,,
15903,01/09/22 02:45:00 AM,41.994,0.0,,,,,,
15904,01/09/22 03:00:00 AM,41.810,0.0,,,,,,
15905,01/09/22 03:15:00 AM,41.810,0.0,,,,,,
15906,01/09/22 03:30:00 AM,41.625,0.0,,,,,,
15907,01/09/22 03:45:00 AM,41.625,0.0,,,,,,
15908,01/09/22 04:00:00 AM,41.625,0.0,,,,,,
15909,01/09/22 04:15:00 AM,41.625,0.0,,,,,,
15910,01/09/22 04:30:00 AM,41.625,0.0,,,,,,
15911,01/09/22 04:45:00 AM,41.625,0.0,,,,,,
15912,01/09/22 05:00:00 AM,41.439,0.0,,,,,,
15913,01/09/22 05:15:00 AM,41.439,0.0,,,,,,
15914,01/09/22 05:30:00 AM,41.439,0.0,,,,,,
15915,01/09/22 05:45:00 AM,41.439,0.0,,,,,,
15916,01/09/22 06:00:00 AM,41.439,0.0,,,,,,
15917,01/09/22 06:15:00 AM,41.439,0.0,,,,,,
15918,01/09/22 06:30:00 AM,41.439,1.0,,,,,,
15919,01/09/22 06:45:00 AM,41.439,2.0,,,,,,
15920,01/09/22 07:00:00 AM,41.439,4.0,,,,,,
15921,01/09/22 07:15:00 AM,41.439,5.0,,,,,,
15922,01/09/22 07:30:00 AM,41.439,7.0,,,,,,
15923,01/09/22 07:45:00 AM,41.625,9.0,,,,,,
15924,01/09/22 08:00:00 AM,41.625,11.0,,,,,,
15925,01/09/22 08:15:00 AM,41.810,13.0,,,,,,
15926,01/09/22 08:30:00 AM,41.810,16.0,,,,,,
15927,01/09/22 08:45:00 AM,41.994,21.0,,,,,,
15928,01/09/22 09:00:00 AM,42.179,28.0,,,,,,
15929,01/09/22 09:15:00 AM,42.363,36.0,,,,,,
15930,01/09/22 09:30:00 AM,42.548,43.0,,,,,,
15931,01/09/22 09:45:00 AM,42.732,48.0,,,,,,
15932,01/09/22 10:00:00 AM,43.099,57.0,,,,,,
15933,01/09/22 10:15:00 AM,43.282,59.0,,,,,,
15934,01/09/22 10:30:00 AM,43.648,77.0,,,,,,
15935,01/09/22 10:45:00 AM,44.013,88.0,,,,,,
15936,01/09/22 11:00:00 AM,44.379,136.0,,,,,,
15937,01/09/22 11:15:00 AM,44.922,136.0,,,,,,
15938,01/09/22 11:30:00 AM,45.286,114.0,,,,,,
15939,01/09/22 11:45:00 AM,45.648,69.0,,,,,,
15940,01/09/22 12:00:00 PM,46.008,68.0,,,,,,
15941,01/09/22 12:15:00 PM,46.369,31.0,,,,,,
15942,01/09/22 12:30:00 PM,46.548,24.0,,,,,,
15943,01/09/22 12:45:00 PM,46.908,105.0,,,,,,
15944,01/09/22 01:00:00 PM,47.088,168.0,,,,,,
15945,01/09/22 01:15:00 PM,47.446,51.0,,,,,,
15946,01/09/22 01:30:00 PM,47.446,84.0,,,,,,
15947,01/09/22 01:45:00 PM,47.624,70.0,,,,,,
15948,01/09/22 02:00:00 PM,48.160,92.0,,,,,,
15949,01/09/22 02:15:00 PM,47.982,73.0,,,,,,
15950,01/09/22 02:30:00 PM,47.982,29.0,,,,,,
15951,01/09/22 02:45:00 PM,47.982,19.0,,,,,,
15952,01/09/22 03:00:00 PM,47.982,16.0,,,,,,
15953,01/09/22 03:15:00 PM,47.802,9.0,,,,,,
15954,01/09/22 03:30:00 PM,47.624,7.0,,,,,,
15955,01/09/22 03:45:00 PM,47.624,8.0,,,,,,
15956,01/09/22 04:00:00 PM,47.446,4.0,,,,,,
15957,01/09/22 04:15:00 PM,47.266,2.0,,,,,,
15958,01/09/22 04:30:00 PM,47.088,4.0,,,,,,
15959,01/09/22 04:45:00 PM,47.088,6.0,,,,,,
15960,01/09/22 05:00:00 PM,46.908,7.0,,,,,,
15961,01/09/22 05:15:00 PM,46.728,0.0,,,,,,
15962,01/09/22 05:30:00 PM,46.728,1.0,,,,,,
15963,01/09/22 05:45:00 PM,46.548,0.0,,,,,,
15964,01/09/22 06:00:00 PM,46.548,0.0,,,,,,
15965,01/09/22 06:15:00 PM,46.369,0.0,,,,,,
15966,01/09/22 06:30:00 PM,46.369,0.0,,,,,,
15967,01/09/22 06:45:00 PM,46.188,0.0,,,,,,
15968,01/09/22 07:00:00 PM,46.188,0.0,,,,,,
15969,01/09/22 07:15:00 PM,46.008,0.0,,,,,,
15970,01/09/22 07:30:00 PM,46.008,0.0,,,,,,
15971,01/09/22 07:45:00 PM,45.828,0.0,,,,,,
15972,01/09/22 08:00:00 PM,45.648,0.0,,,,,,
15973,01/09/22 08:15:00 PM,45.648,0.0,,,,,,
15974,01/09/22 08:30:00 PM,45.466,0.0,,,,,,
15975,01/09/22 08:45:00 PM,45.466,0.0,,,,,,
15976,01/09/22 09:00:00 PM,45.286,0.0,,,,,,
15977,01/09/22 09:15:00 PM,45.286,0.0,,,,,,
15978,01/09/22 09:30:00 PM,45.286,0.0,,,,,,
15979,01/09/22 09:45:00 PM,45.104,0.0,,,,,,
15980,01/09/22 10:00:00 PM,45.104,0.0,,,,,,
15981,01/09/22 10:15:00 PM,44.922,0.0,,,,,,
15982,01/09/22 10:30:00 PM,44.922,0.0,,,,,,
15983,01/09/22 10:45:00 PM,44.742,0.0,,,,,,
15984,01/09/22 11:00:00 PM,44.560,0.0,,,,,,
15985,01/09/22 11:15:00 PM,44.560,0.0,,,,,,
15986,01/09/22 11:30:00 PM,44.379,0.0,,,,,,
15987,01/09/22 11:45:00 PM,44.379,0.0,,,,,,
15988,01/10/22 12:00:00 AM,44.195,0.0,,,,,,
15989,01/10/22 12:15:00 AM,44.013,0.0,,,,,,
15990,01/10/22 12:30:00 AM,44.013,0.0,,,,,,
15991,01/10/22 12:45:00 AM,43.831,0.0,,,,,,
15992,01/10/22 01:00:00 AM,43.831,0.0,,,,,,
15993,01/10/22 01:15:00 AM,43.648,0.0,,,,,,
15994,01/10/22 01:30:00 AM,43.466,0.0,,,,,,
15995,01/10/22 01:45:00 AM,43.466,0.0,,,,,,
15996,01/10/22 02:00:00 AM,43.282,0.0,,,,,,
15997,01/10/22 02:15:00 AM,43.282,0.0,,,,,,
15998,01/10/22 02:30:00 AM,43.282,0.0,,,,,,
15999,01/10/22 02:45:00 AM,43.099,0.0,,,,,,
16000,01/10/22 03:00:00 AM,43.099,0.0,,,,,,
